UNITID,TUITION2
212911,38735
212975,16836
212984,21810
212993,12000
213002,14981
213011,26540
213020,5554
213057,8600
213163,6736
213233,14175
213251,30880
213303,17570
213321,25644
213349,5554
213358,20740
213367,32500
213376,11000
213385,37520
213400,15240
213446,.
213473,9660
213507,29780
213525,5100
213534,12341
213543,38330
213589,22428
213598,5862
213613,5554
213622,6080
213631,.
213640,.
213659,5040
213668,29344
213686,5520
213774,12524
213783,5554
213826,25150
213914,12840
213932,9918
213987,22740
213996,25900
214023,23994
214041,5554
214069,22850
214111,5400
214148,28140
214157,30735
214166,16580
214175,36730
214227,13140
214272,20290
214315,9750
214379,4620
214476,12429
214564,.
214582,9450
214591,11942
214607,.
214616,.
214625,11442
214634,11442
214643,11442
214652,11442
214670,11442
214689,11942
214698,11442
214704,11942
214713,11942
214731,11442
214740,11442
214759,11442
214768,11442
214777,13604
214786,11442
214795,11442
214801,11442
214810,11442
214829,11442
214838,6240
214883,13800
214892,18000
214971,22596
215026,19999
215053,16500
215062,34868
215099,27428
215105,30700
215114,18872
215123,.
215132,28190
215239,7320
215266,11012
215275,11012
215284,11012
215293,13344
215309,9700
215381,12450
215415,14400
215424,.
215433,12235
215442,20720
215479,9450
215585,4620
215594,11440
215619,.
215628,.
215637,17850
215646,14400
215655,19950
215682,11480
215691,25000
215743,24504
215770,33940
215798,25350
215813,.
215929,32824
215947,26322
215965,7680
215974,14160
215992,7600
216010,5554
216038,5554
216047,14240
216083,13473
216162,10670
216278,32050
216287,37510
216296,6220
216311,7500
216339,11174
216348,.
216357,20998
216366,25739
216418,13300
216427,13864
216436,13864
216445,13864
216454,13864
216463,.
216524,38500
216542,13282
216597,38240
216630,10709
216649,10775
216667,32495
216694,17400
216764,5554
216773,4638
216782,23603
216807,26940
216816,.
216825,4560
216852,31340
216931,24690
216986,10275
217013,26370
217040,9500
217059,13000
217086,10620
217156,38048
217165,30992
217235,22149
217244,13000
217305,16800
217402,32320
217420,5420
217475,3080
217484,8238
217493,36364
217518,26880
217536,29800
217572,10000
217606,7800
217615,3696
217624,10884
217633,17876
217688,19238
217712,3232
217721,13928
217749,11520
217776,18200
217819,70
217837,3360
217864,150
217873,10628
217882,10298
217891,3000
217907,19368
217925,16350
217934,23030
217961,24316
217989,2184
217998,23000
218025,3394
218043,8820
218061,7625
218070,36296
218089,2100
218113,3600
218140,3832
218229,7980
218238,18300
218265,.
218317,2000
218335,12937
218353,4272
218399,9630
218414,20500
218441,12264
218487,3936
218520,3492
218539,26436
218645,7700
218654,6914
218663,8756
218672,5136
218681,5136
218690,5136
218706,5136
218724,8870
218733,624
218742,8362
218751,.
218821,12723
218830,4242
218858,3888
218885,3360
218894,3728
218919,9664
218955,3120
218964,11606
218973,29240
218991,3528
219000,23276
219046,2934
219055,8820
219082,2751
219091,19000
219143,3024
219170,1250
219189,3360
219198,17078
219204,11016
219213,10935
219240,.
219259,2751
219277,1920
219295,14250
219338,900
219347,2750
219356,2751
219374,1320
219383,19870
219408,3300
219426,2016
219471,2751
219480,2850
219505,4560
219578,16680
219602,4584
219639,8880
219709,21770
219718,11592
219790,17740
219806,17850
219824,2700
219833,23180
219842,.
219879,2664
219888,2664
219949,16530
219976,19330
220002,12500
220057,2664
220075,4584
220118,7312
220136,.
220181,15900
220206,10152
220215,12060
220312,12590
220400,2700
220464,8480
220473,7840
220516,20592
220552,15300
220589,18020
220598,7330
220604,10098
220613,11100
220631,15120
220701,18218
220710,27296
220792,.
220808,22000
220862,5304
220871,.
220941,7800
220978,4584
220996,.
221014,21200
221096,2664
221184,2664
221254,17040
221351,33400
221397,2664
221485,2664
221519,33900
221643,2664
221661,16372
221670,.
221731,18000
221740,4506
221759,5918
221768,4708
221795,13050
221838,4584
221847,4584
221856,10500
221892,16776
221908,2664
221953,19530
221971,20280
221999,37632
222053,2664
222062,2664
222105,4425
222178,19200
222567,1560
222576,816
222628,6750
222682,10080
222822,1710
222831,3396
222877,6000
222938,22434
222983,27690
222992,4110
223001,.
223083,6400
223117,3150
223214,4540
223223,.
223232,25320
223320,1464
223427,1536
223463,14420
223472,12780
223506,1710
223524,2280
223773,2280
223816,1620
223898,768
223922,912
224004,20800
224110,840
224147,4048
224183,9600
224226,17490
224244,10848
224271,12000
224305,.
224323,24646
224350,912
224402,14080
224439,14500
224527,17180
224545,3120
224554,4342
224572,2280
224615,2280
224642,1428
224712,.
224776,28440
224891,1590
224961,900
225070,1296
225247,18750
225308,672
225371,1950
225399,19990
225414,3648
225423,1920
225432,3360
225502,3432
225511,4434
225520,1608
225548,17600
225575,9450
225627,20400
225849,16848
225858,16848
225876,6300
225885,8528
225991,12250
226019,1776
226091,3900
226107,2064
226116,2580
226134,1920
226152,3244
226204,1352
226231,20100
226277,21231
226329,12000
226383,14100
226408,1560
226471,18300
226578,1824
226587,18345
226675,4300
226806,2460
226833,1200
226879,9990
226930,2280
227146,768
227182,2592
227191,2280
227216,5060
227225,1512
227243,17430
227289,.
227304,1848
227331,20324
227368,3528
227377,3180
227386,600
227401,1632
227429,8650
227526,4884
227687,1770
227757,31303
227766,2280
227845,24040
227854,2484
227863,21510
227881,4650
227924,2484
227979,1740
228042,18132
228149,21320
228158,624
228194,.
228246,31200
228316,1860
228325,12900
228343,30220
228431,3864
228459,4368
228468,15456
228477,4992
228486,5288
228501,2928
228529,3324
228547,1752
228608,2280
228635,4484
228644,6389
228653,4695
228680,2412
228699,1840
228705,3104
228714,5248
228723,5152
228769,8186
228778,8936
228787,9510
228796,4806
228802,4650
228866,.
228875,28250
228884,8000
228909,.
228981,21780
229018,3504
229027,4100
229063,1364
229072,3180
229115,3900
229160,16120
229179,3792
229267,28272
229300,5364
229319,2414
229328,2412
229337,4650
229355,2040
229504,2100
229540,2370
229780,9480
229799,2760
229814,4028
229832,1464
229841,768
229887,8000
230038,4290
230047,3800
230056,13860
230092,2070
230171,2640
230205,9000
230366,13569
230384,16848
230418,2800
230472,16199
230597,2152
230603,3730
230621,26500
230630,14730
230728,4043
230737,3464
230746,2376
230764,4956
230782,3365
230807,24576
230816,38730
230825,20424
230834,7992
230852,25850
230861,4776
230889,12344
230898,25910
230913,7992
230931,7992
230940,32550
230959,.
230995,25958
231059,32940
231068,.
231077,17200
231086,18680
231095,23196
231147,.
231165,9960
231174,11712
231411,11635
231420,21112
231536,2790
231554,17250
231581,24500
231624,6388
231642,10606
231651,11160
231697,2616
231712,4380
231785,14670
231828,14670
231837,17740
231873,2093
231882,2616
231970,12089
232025,24880
232043,24120
232052,2286
232089,23520
232186,5840
232195,2849
232256,29518
232265,15464
232308,27550
232414,2593
232423,3734
232450,2781
232502,28800
232557,15992
232566,4680
232575,2616
232593,1800
232609,27980
232618,4590
232672,24370
232681,3554
232706,22370
232724,5622
232788,2093
232797,8028
232867,2093
232937,2952
232946,2956
232982,3516
233019,2616
233037,2616
233082,5464
233091,11840
233116,2616
233277,4396
233295,28397
233301,27920
233310,2616
233338,2588
233356,5587
233374,40010
233426,28734
233480,7650
233499,11880
233541,23850
233611,17000
233639,2616
233648,2442
233718,28860
233754,2616
233772,2093
233842,.
233897,3586
233903,2616
233912,23373
233921,6639
233949,2659
234030,5253
234076,7496
234085,5500
234137,4000
234155,3584
234164,12680
234173,26976
234207,37990
234216,43028
234377,2616
234492,21195
234650,6349
234669,2628
234696,3389
234711,3015
234827,5517
234845,2628
234915,13880
234933,2592
234951,3507
234979,2580
235024,27000
235097,5340
235103,2898
235149,2925
235167,5412
235237,2628
235316,29200
235334,2616
235343,2628
235422,11160
235431,2340
235510,16848
235529,16848
235547,18150
235671,3758
235699,2334
235750,2875
235769,18925
236072,2628
236090,.
236133,21710
236188,2628
236230,28100
236258,2988
236328,35440
236382,4160
236452,24880
236504,2628
236513,2628
236559,13531
236577,27450
236595,29340
236610,2589
236638,3000
236656,2913
236692,1950
236708,1950
236753,2711
236887,3165
236896,22575
236939,7088
236948,7125
236975,2925
236993,14640
237011,5397
237039,3105
237057,36620
237066,28320
237109,2925
237118,21444
237136,8770
237154,5220
237172,1650
237181,20565
237215,4596
237242,2700
237312,24000
237330,4974
237358,19170
237367,5172
237385,3634
237437,7470
237525,4319
237552,22836
237561,2000
237598,7050
237640,16338
237686,2076
237701,2886
237783,10200
237792,350
237817,2102
237880,.
237899,4524
237932,4880
237950,4460
237969,22030
237978,9000
237987,10425
237996,10350
238014,1968
238032,5304
238078,23590
238193,18624
238263,3042
238315,4500
238324,18500
238333,33188
238397,3042
238430,21280
238458,22470
238476,28250
238616,20900
238661,21042
238722,3042
238759,3042
238892,16848
238935,14080
238980,18160
239008,3042
239017,34326
239071,10000
239080,20550
239105,28680
239169,.
239187,7500
239220,3042
239248,3042
239309,24950
239318,28665
239372,3030
239390,20736
239424,.
239442,3245
239460,3042
239488,3042
239503,10720
239512,23380
239628,25170
239637,.
239716,26522
239743,20340
239910,3042
239929,14670
239965,4000
240055,4268
240107,19670
240116,3042
240125,3042
240170,3042
240189,5551
240198,3042
240213,.
240268,5527
240277,5364
240329,6425
240338,21040
240365,5477
240374,5364
240392,15046
240417,5974
240426,5571
240444,7296
240453,6890
240462,5466
240471,5436
240480,5364
240505,1632
240514,1632
240596,1632
240620,1632
240657,1632
240666,1632
240693,1632
240727,2256
240736,1260
240745,2640
240754,5320
240790,2280
241100,3816
241128,3816
241146,4296
241191,5150
241216,5400
241225,4120
241304,6592
241331,5760
241377,3720
241386,3720
241395,4480
241410,4480
241517,4500
241614,2760
241720,2040
241739,4104
241766,1800
241793,.
241836,4500
241951,2783
242042,1080
242112,6140
242121,4953
242130,9120
242149,9120
242556,1080
242565,1080
242583,1080
242617,3912
242626,3912
242635,3912
242644,3912
242653,3912
242662,3912
242680,3912
242699,3912
242705,3912
242723,.
242820,5886
242972,5940
242981,5940
243081,.
243106,1666
243115,1530
243133,1666
243142,2499
243151,1350
243179,1666
243188,1666
243197,1859
243203,1764
243212,1666
243221,1280
243346,4104
243382,8475
243443,4080
243498,.
243568,6235
243577,6480
243586,4480
243601,4104
243638,3780
243647,2160
243665,3600
243744,37380
243780,8183
243823,7920
243832,4380
243841,9120
244011,16848
244154,16848
244190,12300
244233,10200
244437,1962
244446,1800
245032,10500
245342,10800
245625,2574
245652,39992
245731,5850
245777,7800
245838,22088
245847,15840
245865,.
245883,17640
245892,15120
245953,12480
246008,14350
246071,9300
246345,.
246354,2484
246789,.
246813,1800
247065,10296
247153,14640
247162,.
247603,6060
247649,45300
247700,11705
247773,4700
247825,6600
247834,1575
247922,.
247940,3000
248776,1800
248794,1800
248846,25011
248882,11340
248934,11725
248943,11725
250027,7600
250498,14689
250744,14640
250902,12750
251251,16848
251260,2130
251312,14685
260293,13356
260336,4900
260372,3360
260789,33919
260813,15756
260901,12708
260910,14515
260947,9120
260956,.
260974,16848
260992,19680
261472,16848
261861,11235
261931,11725
262022,.
262031,2832
262086,9203
262129,3396
262138,.
262332,38200
262457,12450
363387,12240
363439,13000
363457,12168
363633,960
363712,8000
363721,.
363907,3720
363916,3720
363934,18300
364016,1704
364025,1704
364122,1000
364168,14257
364885,16020
364973,19312
365055,25440
365204,17914
365426,.
366003,4950
366252,10500
366261,10220
366340,1680
366368,.
366395,3576
366401,728
366447,1800
366465,1800
366535,14742
366544,13353
366553,10440
366571,2800
366580,16848
366605,.
366650,16848
366678,16848
366696,16848
366711,0
366748,18900
366793,.
367024,14515
367097,13244
367103,7080
367112,10944
367194,20280
367413,18850
367459,2472
367839,12194
367884,11040
367893,2880
367909,13356
367936,18360
367954,.
368443,13440
368452,11950
368601,16848
368911,1800
369002,.
369084,18072
369419,2453
369455,16606
369516,19087
369659,.
369817,.
369853,12168
369862,12168
369905,22005
371760,12240
371779,12240
372213,9192
372222,10488
372329,10800
372578,16848
372958,15943
373058,10500
373085,9576
373447,7320
373711,9000
373827,10700
374024,.
374574,16000
374972,14670
375230,6000
375416,14285
375489,13570
375568,5350
375841,14508
376039,10275
376136,18473
376224,4500
376288,5800
376321,5950
376330,7841
376695,4280
376950,10375
377069,16848
377111,14419
377546,16100
377555,7125
377564,7125
377634,2000
377652,8500
377661,8500
377670,8500
377759,8800
378406,16848
378576,8931
379029,13250
380094,14395
380359,2380
380368,4190
380377,3006
380438,13977
380465,8760
381352,.
381459,.
381529,2970
381617,7020
381732,10625
381741,15333
381787,13652
381909,16848
382063,5160
382504,12920
382771,9000
382911,1820
383020,.
383190,1896
383400,5719
383507,6250
383950,9600
383996,840
384254,27000
384306,.
384333,1704
384342,5280
384360,4464
384379,4416
384388,4560
384397,3840
384412,16020
384421,9650
385619,12120
386153,7350
386472,15404
387660,13000
388043,8028
388520,4320
389727,11712
390701,13356
390905,4620
391582,15818
392354,6000
392840,14263
393649,12000
395362,624
398130,15696
399212,624
399869,14000
399911,24606
401223,3840
401250,.
402615,10080
402633,6600
402776,25020
402828,.
403469,6341
403478,6341
403487,6341
404073,7020
404082,7020
404222,.
404338,14940
404365,9600
404374,9167
404383,10500
404426,1800
404499,25204
404505,11688
404514,15331
404648,7020
404806,6592
404921,10650
404994,11880
405058,8400
405854,6600
405872,3456
405979,8736
405988,8400
405997,8472
406006,10128
406015,11400
406194,13652
406200,8600
406219,13440
406264,9806
406547,8460
407054,13350
407063,16848
407285,14940
407319,16848
407513,5765
407629,.
408039,11280
408394,2412
408437,2000
408844,12600
409069,16848
409254,.
409315,1826
409333,14950
409616,.
409670,35616
409698,0
409829,9750
409838,10080
409874,12240
410283,9000
410496,14670
410502,23184
410520,11240
411754,4175
412599,14679
413413,10620
413617,5520
413626,4200
413644,.
413802,1500
413839,16848
413848,16848
413857,16848
413866,16848
413884,16848
413918,12475
414160,7020
414461,8304
414531,16848
414568,16848
414586,16848
414595,18803
414708,9360
414823,22149
414841,16848
414850,11205
414878,7152
414911,5280
414966,.
416801,4044
416962,8760
417318,9936
417327,10200
417345,.
417734,12600
417752,7000
417822,9000
417886,7700
417910,13000
418126,10620
418223,8900
418409,10339
418445,11385
418481,10982
418588,9924
418764,7300
418773,7502
418782,6521
419031,2800
419183,9333
419341,10000
419457,18360
419484,9750
419509,9912
419572,7020
419703,6521
419712,6521
419721,6521
420006,13356
420042,10032
420246,.
420307,15616
420316,11712
420325,4350
420352,12000
420370,13217
420398,2484
420404,16848
420431,1800
420440,2352
420495,12471
420501,20920
420538,2310
420556,2520
420723,2592
420866,18360
421009,8280
421018,10032
421513,12768
421586,8200
421708,13500
421832,21000
421841,24250
422020,11130
423476,5040
423643,19851
423652,3456
423670,11205
423980,18450
425296,0
425986,7670
426314,5340
427663,16848
428000,17400
428170,13376
428259,8640
428268,18360
428286,22512
428329,9150
428338,.
428392,2340
428444,29888
429076,.
429085,.
429094,.
429128,3984
429599,16848
430087,10440
430102,7152
430148,12240
430157,13820
430166,13820
430263,16848
430351,16848
430360,16848
430379,16848
430388,16848
430485,20400
430591,.
430670,.
430704,4286
430810,15400
430883,6425
430935,5850
431123,8900
431248,.
431266,600
431309,7200
431600,8840
431929,5489
431983,7700
432199,14720
432214,14080
432223,9528
432232,8928
432241,9192
432348,.
432357,.
432384,33919
432524,17100
432533,24144
433217,.
433387,5780
433536,13734
433563,15500
433660,2830
434016,2400
434034,6714
434052,16848
434061,1646
434414,10500
434432,10840
434441,.
434539,10200
434548,16848
434557,16848
434566,16848
434575,16848
434584,2400
434672,4392
434690,13820
434715,.
434751,2400
434821,13144
434900,7200
434937,9500
434946,9168
434955,8928
434964,8928
434973,10032
434982,8400
434991,8400
435000,4753
436021,.
436094,18360
436182,8681
436191,10800
436261,.
436304,1704
436438,18360
436465,7200
436474,15640
436483,12960
436553,6400
436599,17613
436614,8796
436784,9045
436818,7632
436827,7632
436836,7632
437042,16848
437051,16848
437060,9100
437103,1548
437219,16848
437316,28760
437325,8640
437510,15663
437583,13038
437653,8660
437750,10780
437848,13957
438151,16597
438212,11520
438382,8400
438416,9528
438498,13770
438586,15150
438601,16037
438610,10800
438629,10800
438647,28800
438708,2064
438869,14427
438902,13356
438966,11205
439020,.
439057,18360
439136,16848
439145,2628
439163,14080
439190,2628
439279,10032
439288,22149
439297,10032
439303,9225
439312,9225
439330,14080
439394,.
439446,13000
439455,16368
439482,13144
439491,13144
439613,11850
439701,7020
439783,13608
439817,.
439862,6480
439899,7470
439914,.
439969,9850
440004,.
440031,.
440059,30720
440147,14420
440165,16848
440244,2990
440253,6200
440271,14398
440299,12681
440305,4230
440341,22656
440396,9200
440402,1800
440411,13140
440420,10800
440439,9528
440448,9528
440457,9528
440466,8760
440484,13957
440536,14080
440545,14720
440590,14080
440624,1677
440642,16848
440651,4302
440749,5954
440758,11340
440767,12960
440794,10944
440800,17400
440819,17400
440828,5256
440873,10836
440882,9000
440891,10050
440916,.
440925,16800
440952,16847
440961,11575
441025,11760
441070,1440
441104,.
441131,.
441186,0
441201,12168
441229,19200
441238,.
441308,.
441399,14301
441478,20160
441496,38547
441502,13144
441511,4600
441609,8000
441636,11775
441654,7800
441690,2520
441706,9150
441751,8400
441760,2112
441900,3083
441928,12414
441937,0
441955,16848
441964,16848
441973,24144
441982,36400
442000,4230
442064,.
442143,9528
442152,9528
442161,9528
442170,9048
442189,10032
442213,8290
442222,18360
442231,39500
442295,.
442310,15179
442338,16848
442347,16848
442356,15300
442365,14080
442383,10425
442392,.
442408,9600
442426,25000
442435,7080
442444,14780
442499,12702
442505,12702
442514,3333
442523,7500
442578,14940
442639,16020
442684,15000
442718,11705
442781,1068
442790,32665
442806,.
442824,14400
442833,4043
442842,11074
442897,9440
442949,12500
443030,.
443049,5850
443058,4950
443076,.
443100,5960
443128,6600
443270,13376
443331,65636
443340,7560
443377,13864
443410,17463
443456,10032
443465,9048
443474,9192
443483,.
443492,3652
443526,16848
443535,16848
443544,8760
443562,4680
443623,36500
443650,7920
443687,13652
443702,.
443845,10960
443854,16333
443872,8760
443881,9048
443890,9048
443906,10032
443915,10800
443924,8160
443951,5976
443997,14080
444033,14080
444042,5940
444060,12702
444103,.
444121,14280
444130,7440
444158,14432
444167,7020
444194,6150
444219,0
444255,12960
444398,4080
444413,8450
444547,7200
444583,9800
444671,6330
444699,.
444723,11400
444778,6230
444848,9000
444927,16812
444954,2658
444990,4440
445009,5400
445018,2956
445027,16803
445054,.
445072,13652
445081,16848
445090,12800
445115,28500
445124,12600
445133,14370
445188,7533
445203,14219
445249,14149
445267,5400
445276,13652
445300,10800
445319,10032
445391,8400
445407,14080
445416,14515
445434,13248
445470,33600
445559,10800
445674,1140
445692,28800
445708,22149
445717,9912
445726,11100
445735,27000
445869,.
445920,14940
445939,14940
446002,.
446048,17165
446145,5620
446163,9998
446224,14895
446233,14250
446251,.
446349,5284
446385,17853
446394,4470
446516,4080
446598,10835
446604,5500
446613,7470
446640,18000
446668,17918
446701,8400
446710,8280
446729,8400
446738,9528
446747,9528
446756,10032
446765,9192
446774,360
446792,23100
446808,13860
446817,14400
446835,38450
446844,19875
446880,9800
446899,16848
446905,16848
446914,16848
446923,16848
446932,.
447050,9680
447069,14043
447139,13140
447236,16444
447263,17507
447272,18360
447290,16128
447351,12450
447397,11205
447421,13568
447476,12960
447485,14080
447582,2878
447591,13513
447625,13568
447643,15120
447652,9048
447661,8760
447670,14940
447689,2280
447698,.
447759,13000
447801,.
447856,5050
447935,9600
447953,7650
448284,8600
448309,8160
448345,16812
448363,12450
448372,12930
448415,12684
448442,16848
448451,16848
448460,16848
448479,16848
448488,16848
448497,16848
448503,16848
448512,16848
448521,8400
448530,8160
448549,8208
448558,8328
448567,7968
448576,32192
448585,11705
448594,624
448600,8280
448628,14043
448664,9540
448673,13140
448691,.
448734,18360
448752,15180
448761,19408
448789,10594
448804,8850
448822,10800
448831,10800
448840,3531
448859,13864
448877,14080
449001,11069
449010,22656
449083,9936
449092,9936
449117,9036
449126,11943
449135,7200
449144,7200
449153,7200
449302,12960
449339,6000
449348,2930
449384,21000
449481,.
449579,.
449658,8000
449685,5400
449700,17300
449719,12370
449737,8580
449764,15000
449870,7440
449889,.
449898,19580
449922,.
449931,7680
450003,11880
450021,13144
450049,22512
450058,11726
450067,11623
450076,18496
450085,30208
450094,23904
450119,11395
450128,13144
450137,3450
450164,15120
450191,11712
450207,16848
450216,16848
450225,16848
450234,16848
450243,16848
450252,16848
450261,16848
450270,16848
450289,15600
450304,.
450386,11205
450429,13860
450438,9843
450447,14625
450456,9048
450465,10800
450474,8328
450483,10032
450492,9024
450508,14080
450517,14080
450526,18360
450535,18144
450544,18360
450553,8300
450571,13140
450687,.
450766,27368
450942,.
450951,24990
450979,9440
451006,8500
451060,22260
451079,.
451088,13200
451112,13200
451130,.
451185,17000
451200,12670
451325,6500
451370,9400
451398,11000
451404,5350
451413,12500
451510,.
451556,9500
451608,11000
451635,8625
451662,21285
451671,3838
451680,2790
451699,10188
451723,13140
451732,13140
451741,4500
451750,14670
451796,30000
451820,22752
451848,24144
451857,14265
451866,14380
451875,10895
451884,11705
451936,16848
451945,16848
451954,16848
451963,16848
451972,16848
451981,16848
451990,16848
452018,22752
452027,21840
452054,35000
452063,33000
452090,18360
452106,900
452115,12000
452133,13410
452188,.
452373,10296
452540,.
452841,10947
452966,.
453109,12625
453297,13680
453303,8000
453455,8028
453464,8028
453473,8028
453482,8028
453507,5450
453631,2950
453747,11475
453756,14932
454069,5250
454157,3000
454184,24650
454209,14080
454227,14280
454236,14280
454245,14280
454403,13200
454412,13200
454421,13200
454430,13200
454449,13200
454458,25272
454582,10040
454591,13860
454616,18255
454625,11712
454689,.
454698,10235
454740,6260
454838,.
454856,12546
454908,6000
454935,8100
455099,.
455114,2500
455169,.
455178,.
455257,5450
455406,.
455433,.
455479,12656
455512,792
455530,14546
455549,14640
455558,16896
455567,10850
455585,14940
455594,.
455600,9900
455628,18078
455637,12960
455646,12960
455655,12000
455664,.
455682,.
455707,14380
455716,16708
455770,18406
455804,.
455813,.
455974,4375
455992,.
456010,22656
456056,22000
456117,8280
456171,.
456199,2695
456205,9180
456278,10500
456296,12600
456311,10521
456348,18360
456357,12684
456366,12684
456375,12684
456393,16848
456409,16848
456418,16848
456427,16848
456436,16848
456445,16848
456454,11000
456481,11340
456490,10620
456542,.
456603,13140
456612,9000
456782,14940
456791,9360
456807,14940
456816,14940
456834,14940
456852,14780
456870,18513
456940,11100
456959,8830
456968,8000
456977,9936
456995,13977
457004,8028
457022,15600
457129,14280
457174,13689
457183,22800
